MOTIVO_CURADORIA;NU_ANO_CENSO;CO_IES;NO_IES;CO_CURSO;NO_CURSO;DS_TP_MODALIDADE_ENSINO;DS_TP_GRAU_ACADEMICO;CO_ROTULO_AREA;NO_ROTULO_AREA;DS_CLASSIFICACAO_AREA;DS_CRITERIO_ESCOPO;QT_VG_TOTAL;QT_INSCRITO_TOTAL;QT_ING;QT_MAT;ING_POSITIVO;DECISAO_CURADORIA;STATUS_VERIFICACAO_FONTE
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;598;UNIVERSIDADE FEDERAL DE ITAJUBA  UNIFEI;18251;CIENCIA DA COMPUTACAO;Presencial;Bacharelado;0614C01;Ciência da computação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;4.0;129.0;sim;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;633;INSTITUTO MILITAR DE ENGENHARIA;50621;ENGENHARIA - ENGENHARIA DE COMPUTACAO;Presencial;Bacharelado;0616E01;Engenharia de computação (DCN Computação);CINE;CINE área geral 6 Computação/TIC;0.0;0.0;1.0;47.0;sim;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;645;CENTRO UNIVERSITARIO DE JARAGUA DO SUL;49485;BACHARELADO EM SISTEMAS DE INFORMACAO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;1.0;20.0;sim;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;665;UNIVERSIDADE DE TAUBATE;15358;COMPUTACAO CIENTIFICA;Presencial;Bacharelado;0614C01;Ciência da computação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;19.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;665;UNIVERSIDADE DE TAUBATE;15359;BACHARELADO EM SISTEMAS DE INFORMACAO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;1.0;33.0;sim;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;665;UNIVERSIDADE DE TAUBATE;53858;COMPUTACAO APLICADA AUTOMACAO DE SISTEMAS;Presencial;Bacharelado;0614C01;Ciência da computação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;27.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;669;CENTRO UNIVERSITARIO NILTON LINS;20131;SISTEMAS DE INFORMACAO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;140.0;0.0;5.0;30.0;sim;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;670;UNIVERSIDADE SAO FRANCISCO;15478;ANALISE DE SISTEMAS;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;1.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;670;UNIVERSIDADE SAO FRANCISCO;66331;SISTEMA DE INFORMACAO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;2.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;7;UNIVERSIDADE FEDERAL DE SAO CARLOS;108016;SISTEMAS DE INFORMACAO;EaD;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;151.0;558.0;sim;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;715;CENTRO UNIVERSITARIO FRANCISCANO DO PARANA;75379;INFORMATICA - SISTEMAS DE INFORMACAO EMPRESARIAL;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;32.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;719;UNIVERSIDADE DO ESTADO DE MATO GROSSO;87180;CIENCIA DA COMPUTACAO TURMA UNICA;Presencial;Bacharelado;0614C01;Ciência da computação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;20.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;737;CENTRO UNIVERSITARIO SAO CAMILO;58352;CIENCIA DA COMPUTACAO CAMPUS POMPEIA;Presencial;Bacharelado;0614C01;Ciência da computação;CINE;CINE área geral 6 Computação/TIC;60.0;0.0;0.0;45.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;761;FACULDADES SPEI;73684;CURSO SUPERIOR DE TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMASEIXO TECNOLOGICO INFORMACAO E COMUNICACAO;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;50.0;0.0;0.0;30.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;792;CENTRO UNIVERSITARIO DO ESTADO DO PARA;100258;CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS PARA INTERNET;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;1.0;24.0;sim;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;792;CENTRO UNIVERSITARIO DO ESTADO DO PARA;16935;CURSO SUPERIOR DE TECNOLOGIA EM PROCESSAMENTO DE DADOS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;5.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;80;CENTRO UNIVERSITARIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAI;88178;CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;23.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;809;FACULDADE DE DIREITO E CIENCIAS SOCIAIS DO LESTE DE MINAS  FADILESTE;48656;SISTEMAS DE INFORMACAO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;100.0;0.0;0.0;18.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;105340;CURSO SUPERIOR DE TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;50.0;0.0;0.0;35.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;19415;CURSO SUPERIOR DE TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;50.0;0.0;0.0;18.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;63926;SISTEMAS DE INFORMACAO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;50.0;0.0;0.0;8.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;72892;CURSO SUPERIOR DE TECNOLOGIA EM INFORMATICA  ENFASE EM DESENVOLVIMENTO DE SISTEMAS COMPUTACIONAIS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;15.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;823;CENTRO UNIVERSITARIO DO MARANHAO;67024;CURSO SUPERIOR DE TECNOLOGIA EM INFORMATICA AREA PROFISSIONAL INFORMATICA;Presencial;Tecnológico;0614C01;Ciência da computação;CINE;CINE área geral 6 Computação/TIC;150.0;0.0;0.0;12.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;826;CENTRO UNIVERSITARIO DE DESENVOLVIMENTO DO CENTROOESTE;17109;CIENCIAS DA COMPUTACAO;Presencial;Bacharelado;0614C01;Ciência da computação;CINE;CINE área geral 6 Computação/TIC;75.0;0.0;1.0;22.0;sim;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;829;UNIVERSIDADE DO TOCANTINS;110982;CURSO SUPERIOR DE TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;EaD;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;5.0;4091.0;sim;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;83;UNIVERSIDADE DO VALE DO ITAJAI;100939;CURSO SUPERIOR DE TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;EaD;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;843;FACULDADE DE CIENCIAS E TECNOLOGIA DE BIRIGUI;17252;INFORMATICA NOTURNO;Presencial;Bacharelado;0614C01;Ciência da computação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;34.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;891;Faculdade Anhanguera de Belo Horizonte;17441;CURSO SUPERIOR DE TECNOLOGIA EM PROCESSAMENTO DE DADOS AREA PROFISSIONAL INFORMATICA;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;165.0;165.0;sim;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;909;FACULDADE DE BELFORD ROXO;55013;CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES AREA PROFISSIONAL INFORMATICA;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;80.0;0.0;0.0;4.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;986;FACULDADE DE EDUCACAO E CULTURA MONTESSORI;22098;SISTEMAS DE INFORMACAO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;3.0;56.0;sim;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2010;10;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;49544;SISTEMA DE INFORMAÇÃO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;31.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2010;1019;FACULDADE DE CIÊNCIAS E TECNOLOGIA DE UNAÍ - FACTU;50756;SISTEMA DE INFORMAÇÃO;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;100.0;0.0;0.0;12.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2010;1032;CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO;19354;ANÁLISE DE SISTEMAS;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;2.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2010;1032;CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO;38326;CIÊNCIA DA COMPUTAÇÃO;Presencial;Bacharelado;0614C01;Ciência da computação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;10.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2010;1032;CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO;81070;SOFTWARE LIVRE;Presencial;Tecnológico;0613E01;Engenharia de software;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;3.0;0.0;sim;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2010;11;UNIVERSIDADE CATÓLICA DE PERNAMBUCO;52973;SISTEMAS DE INFORMAÇÃO - TELEMÁTICA;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;3.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2010;1113;CENTRO UNIVERSITÁRIO EURO-AMERICANO;98952;REDES DE COMPUTADORES;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;14.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2010;1153;UNIVERSIDADE CÂNDIDO MENDES;105076;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;32.0;118.0;sim;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2010;1153;UNIVERSIDADE CÂNDIDO MENDES;66489;SISTEMA DE INFORMAÇÃO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;6.0;39.0;sim;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2010;1181;FACULDADE BRASÍLIA DE SÃO PAULO;20712;SISTEMAS DE INFORMAÇÃO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;35.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2010;1187;CENTRO UNIVERSITÁRIO MÓDULO;55580;SISTEMAS DE INFORMAÇÃO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;1.0;91.0;sim;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2010;1208;FACULDADE DE NATAL;67947;SISTEMAS DE INFORMAÇÃO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;4.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2010;1208;FACULDADE DE NATAL;72473;BANCO DE DADOS;Presencial;Tecnológico;0612B01;Banco de dados;CINE;CINE área geral 6 Computação/TIC;120.0;0.0;3.0;46.0;sim;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2010;1292;FACULDADES ADAMANTINENSES INTEGRADAS;19828;PROCESSAMENTO DE DADOS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;100.0;0.0;0.0;45.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2010;1298;Faculdade Estácio de Alagoas - Estácio FAL;110646;REDES DE COMPUTADORES;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;50.0;0.0;72.0;153.0;sim;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2010;13;UNIVERSIDADE DE CAXIAS DO SUL;1135;PROCESSAMENTO DE DADOS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;1.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2010;13;UNIVERSIDADE DE CAXIAS DO SUL;64933;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;1.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2010;1351;INSTITUTO SUPERIOR TUPY - IST;91519;GESTÃO DE SISTEMAS DE INFORMAÇÃO;EaD;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;161.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2010;1355;FACULDADES INTEGRADAS DE JAHU;80632;SISTEMAS DE INFORMAÇÃO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;60.0;0.0;0.0;32.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2010;137;UNIVERSIDADE DO SAGRADO CORAÇÃO;4414;ANÁLISE DE SISTEMAS;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;3.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2010;137;UNIVERSIDADE DO SAGRADO CORAÇÃO;54167;SISTEMAS DE INFORMAÇÃO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;2.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2010;138;CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ;118736;SISTEMAS PARA INTERNET E REDE;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;20.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2010;1395;FACULDADE DE CALDAS NOVAS;56450;SISTEMA DE INFORMAÇÃO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;100.0;0.0;0.0;30.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2010;1400;FACULDADE METROPOLITANA DE CURITIBA;72559;REDES DE COMPUTADORES;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;160.0;0.0;2.0;0.0;sim;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2010;14156;Faculdade Presidente Antônio Carlos de Teófilo Otoni;74586;SISTEMAS DE INFORMAÇÃO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;2.0;89.0;sim;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2010;14183;Faculdade Presidente Antônio Carlos de São João Del Rei;79908;SISTEMA DE INFORMAÇÃO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;44.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2010;1426;INSTITUTO LUTERANO DE ENSINO SUPERIOR DE ITUMBIARA;18735;CIÊNCIA DA COMPUTAÇÃO;Presencial;Bacharelado;0614C01;Ciência da computação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;1.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2010;143;UNIVERSIDADE DE UBERABA;76670;SISTEMAS DE INFORMAÇÃO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;2.0;75.0;sim;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2010;1446;CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN;121423;SISTEMA DE INFORMAÇÃO;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2010;1446;CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN;21144;CIÊNCIA DA COMPUTAÇÃO;Presencial;Bacharelado;0614C01;Ciência da computação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2010;14724;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ;18957;SISTEMA DE INFORMAÇÃO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;66.0;60.0;sim;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
