MOTIVO_CURADORIA;NU_ANO_CENSO;CO_IES;NO_IES;CO_CURSO;NO_CURSO;DS_TP_MODALIDADE_ENSINO;DS_TP_GRAU_ACADEMICO;CO_ROTULO_AREA;NO_ROTULO_AREA;DS_CLASSIFICACAO_AREA;DS_CRITERIO_ESCOPO;TIPO_INFERIDO_PELO_NOME;DECISAO_CURADORIA;STATUS_VERIFICACAO_FONTE
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;15453;Faculdade Presidente Antônio Carlos de Conselheiro Lafaiete;59382;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;1557;UNIVERSIDADE FUMEC;1288691;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;1569;FACULDADES INTEGRADAS DE ARARAQUARA;53518;ENGENHARIA DA COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;16194;Faculdade Gran Tietê;1304142;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;163;UNIVERSIDADE ESTÁCIO DE SÁ;1363948;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;1632;FACULDADE PITÁGORAS DE LONDRINA;1281009;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;165;UNIVERSIDADE VEIGA DE ALMEIDA;123432;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;1658;FACULDADE INTEGRADA DA GRANDE FORTALEZA;1353578;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;167;UNIVERSIDADE METODISTA DE SÃO PAULO;20050;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;1682;FACULDADE SALESIANA MARIA AUXILIADORA;122110;ENGENHARIA DA COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;17;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;1187249;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;17138;Centro Universitário - Católica de Santa Catarina em Joinville;1364561;ENGENHARIA DE SOFTWARE;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE SOFTWARE;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;1758;FACULDADE INDEPENDENTE DO NORDESTE;48040;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;1759;FACULDADE PADRE JOÃO BAGOZZI;1172720;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;18;UNIVERSIDADE CATÓLICA DE PELOTAS;1265977;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;1805;CENTRO UNIVERSITÁRIO DOS GUARARAPES;1322385;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;1807;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;112192;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;1810;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO;1366656;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;18165;Fundação Universidade Virtual do Estado de São Paulo;1401591;ENGENHARIA DE COMPUTAÇÃO;EaD;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;18440;UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ;1262277;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;1846;CENTRO UNIVERSITÁRIO DE LINS;18185;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;1853;Centro Universitário IBTA;1102216;ENGENHARIA DA COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;1892;FACULDADE ENIAC;1204164;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;19;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;1374865;ENGENHARIA DE SOFTWARE;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE SOFTWARE;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;19;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;1660;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;1944;FACULDADE DE TECNOLOGIA IBRATEC;1179491;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;1965;FACULDADE DE TECNOLOGIA DE ALAGOAS;1260812;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;2;UNIVERSIDADE DE BRASÍLIA;112891;ENGENHARIA DE SOFTWARE;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE SOFTWARE;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;2;UNIVERSIDADE DE BRASÍLIA;122204;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;20;UNIVERSIDADE DE PASSO FUNDO;1312996;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;203;UNIVERSIDADE SÃO JUDAS TADEU;5500;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;2037;FACULDADE UNIME DE CIÊNCIAS EXATAS E TECNOLÓGICAS;1322106;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;206;CENTRO UNIVERSITÁRIO ÍTALO-BRASILEIRO;1306162;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;208;UNIVERSIDADE DE RIBEIRÃO PRETO;49626;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;1314299;ENGENHARIA DE SOFTWARE;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE SOFTWARE;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;56702;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;217;CENTRO UNIVERSITÁRIO DAS FACULDADES ASSOCIADAS DE ENSINO - FAE;107988;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;217;CENTRO UNIVERSITÁRIO DAS FACULDADES ASSOCIADAS DE ENSINO - FAE;1276568;ENGENHARIA DE SOFTWARE;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE SOFTWARE;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;2183;CENTRO UNIVERSITÁRIO FUNDAÇÃO SANTO ANDRÉ;64466;ENGENHARIA DA COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;2191;FACULDADE ANHANGUERA DE PELOTAS;1280516;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;221;UNIVERSIDADE CRUZEIRO DO SUL;1350117;ENGENHARIA DE COMPUTAÇÃO;EaD;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;222;CENTRO UNIVERSITÁRIO DE VOTUPORANGA;20418;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;2271;FACULDADE PITÁGORAS DE IPATINGA;1280279;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;2279;FACULDADE INTEGRADA METROPOLITANA DE CAMPINAS;59056;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;2408;FACULDADE ESAMC SANTOS;5000186;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;2423;FACULDADE DE CIÊNCIA E TECNOLOGIA DE MONTES CLAROS;54204;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;244;CENTRO UNIVERSITÁRIO FIEO;39193;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;267;CENTRO UNIVERSITÁRIO ESPÍRITO-SANTENSE/FAESA;5000188;ENGENHARIA DA COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;275;UNIVERSIDADE DO VALE DO PARAÍBA;22080;ENGENHARIA DA COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;2835;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU;1280880;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;2835;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU;1283631;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;2896;FACULDADE SATC;1122899;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;295;UNIVERSIDADE DE SANTA CRUZ DO SUL;75235;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;298;UNIVERSIDADE PITÁGORAS UNOPAR;1322923;ENGENHARIA DE COMPUTAÇÃO;EaD;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;298;UNIVERSIDADE PITÁGORAS UNOPAR;38809;ENGENHARIA DA COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;3;UNIVERSIDADE FEDERAL DE SERGIPE;116188;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;3034;FACULDADE DELTA;1304009;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;3164;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO;1188509;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
